age,body_type,diet,drinks,education,height,pets,sex,smokes
49,average,regular,rarely,student,70.0,has_pets,m,no
23,overweight,regular,often,graduate,72.0,likes_pets,m,no
23,overweight,regular,rarely,graduate,66.0,has_pets,f,no
22,,vegetarian,rarely,student,63.0,likes_pets,f,smokes
48,fit,regular,rarely,graduate,70.0,likes_pets,m,no
27,fit,regular,rarely,student,71.0,unknown,m,no
30,,regular,rarely,graduate,68.0,likes_pets,m,no
59,fit,regular,rarely,graduate,64.0,likes_pets,m,no
27,average,regular,rarely,student,70.0,unknown,m,no
24,fit,regular,rarely,graduate,68.0,likes_pets,m,no
32,,regular,rarely,graduate,69.0,unknown,f,no
24,fit,regular,,other,74.0,unknown,m,no
32,overweight,regular,often,graduate,72.0,unknown,m,no
30,fit,regular,rarely,student,75.0,likes_pets,m,no
40,overweight,regular,rarely,graduate,65.0,has_pets,f,no
18,fit,regular,rarely,student,73.0,likes_pets,m,no
29,fit,regular,,other,69.0,likes_pets,m,no
32,fit,regular,rarely,graduate,62.0,has_pets,f,no
27,slim,vegetarian,rarely,graduate,64.0,likes_pets,f,no
56,overweight,regular,rarely,graduate,68.0,unknown,f,no
35,fit,regular,rarely,graduate,70.0,unknown,m,no
20,fit,regular,rarely,other,67.0,unknown,m,no
30,fit,regular,rarely,student,72.0,unknown,m,no
43,average,regular,often,student,69.0,likes_pets,m,smokes
27,fit,regular,rarely,graduate,68.0,likes_pets,m,no
30,average,regular,rarely,graduate,71.0,likes_pets,m,no
58,,regular,often,graduate,72.0,likes_pets,m,no
31,fit,regular,rarely,graduate,68.0,likes_pets,m,no
34,average,regular,rarely,graduate,72.0,likes_pets,m,no
41,average,regular,rarely,graduate,75.0,likes_pets,m,smokes
27,average,regular,rarely,student,67.0,likes_pets,f,smokes
37,average,regular,rarely,graduate,68.0,likes_pets,m,no
35,slim,regular,rarely,graduate,67.0,unknown,f,no
26,fit,regular,rarely,other,73.0,unknown,m,smokes
28,fit,regular,rarely,graduate,72.0,likes_pets,m,no
32,average,regular,often,graduate,76.0,has_pets,m,no
38,fit,regular,rarely,graduate,68.0,likes_pets,f,no
42,fit,regular,rarely,other,72.0,unknown,m,no
25,fit,regular,rarely,high_school,67.0,likes_pets,m,smokes
34,average,regular,rarely,graduate,66.0,likes_pets,f,no
46,fit,regular,rarely,graduate,71.0,likes_pets,m,no
31,average,regular,rarely,graduate,69.0,likes_pets,m,no
26,overweight,regular,rarely,student,64.0,likes_pets,f,no
37,fit,regular,rarely,graduate,75.0,likes_pets,m,no
28,fit,regular,rarely,graduate,69.0,unknown,f,smokes
21,average,vegetarian,,student,67.0,unknown,m,no
50,average,regular,often,graduate,70.0,has_pets,m,no
24,average,regular,no,other,71.0,has_pets,f,smokes
24,,regular,often,graduate,74.0,likes_pets,m,no
32,average,regular,rarely,other,69.0,likes_pets,m,no
50,fit,regular,often,graduate,68.0,unknown,m,no
33,slim,regular,rarely,student,60.0,unknown,f,no
38,average,regular,no,other,68.0,unknown,m,smokes
49,fit,regular,rarely,other,70.0,likes_pets,m,no
35,fit,regular,rarely,graduate,70.0,likes_pets,m,no
20,overweight,vegan,,other,60.0,has_pets,f,no
22,fit,regular,no,other,67.0,likes_pets,m,no
32,overweight,regular,rarely,graduate,83.0,likes_pets,m,smokes
25,slim,regular,rarely,other,70.0,unknown,m,smokes
26,overweight,vegan,often,other,59.0,unknown,f,smokes
23,average,regular,rarely,student,71.0,likes_pets,m,smokes
43,slim,regular,,other,77.0,likes_pets,m,no
28,fit,regular,rarely,graduate,69.0,unknown,m,no
44,fit,regular,rarely,student,76.0,likes_pets,m,no
22,slim,regular,rarely,graduate,71.0,unknown,m,no
31,fit,vegetarian,rarely,other,68.0,unknown,f,no
65,,regular,rarely,graduate,70.0,likes_pets,m,no
36,overweight,regular,rarely,other,70.0,likes_pets,f,no
35,slim,regular,rarely,graduate,62.0,likes_pets,f,no
40,overweight,regular,rarely,graduate,70.0,likes_pets,f,no
30,overweight,regular,rarely,graduate,66.0,has_pets,f,no
26,slim,vegetarian,rarely,graduate,72.0,likes_pets,m,no
23,fit,vegetarian,rarely,graduate,73.0,unknown,m,no
27,,regular,rarely,graduate,68.0,likes_pets,m,no
36,average,regular,often,other,72.0,unknown,m,smokes
41,fit,regular,often,graduate,66.0,likes_pets,f,no
45,fit,regular,rarely,graduate,70.0,likes_pets,m,no
48,average,regular,rarely,other,68.0,unknown,m,no
26,average,regular,often,graduate,76.0,likes_pets,m,smokes
23,fit,regular,rarely,graduate,67.0,likes_pets,m,no
28,average,regular,rarely,other,68.0,unknown,f,no
29,average,regular,rarely,graduate,74.0,has_pets,m,no
42,,regular,rarely,other,67.0,has_pets,f,no
33,slim,regular,no,graduate,60.0,likes_pets,f,no
52,overweight,regular,rarely,high_school,70.0,unknown,m,no
25,fit,regular,rarely,graduate,63.0,likes_pets,m,smokes
61,fit,regular,rarely,graduate,68.0,likes_pets,m,no
28,average,regular,rarely,graduate,71.0,unknown,m,smokes
35,average,vegetarian,no,student,73.0,unknown,m,no
34,fit,regular,rarely,graduate,72.0,unknown,m,no
59,slim,regular,rarely,graduate,68.0,unknown,f,no
31,fit,regular,rarely,graduate,77.0,has_pets,m,smokes
19,overweight,regular,rarely,high_school,73.0,has_pets,m,no
29,fit,regular,rarely,graduate,68.0,likes_pets,f,no
55,overweight,regular,rarely,graduate,66.0,likes_pets,f,no
45,average,regular,rarely,student,65.0,unknown,m,no
49,average,regular,rarely,other,69.0,likes_pets,f,no
21,slim,regular,rarely,student,71.0,likes_pets,m,no
27,overweight,regular,rarely,graduate,61.0,likes_pets,f,no
24,,regular,rarely,graduate,68.0,unknown,f,no
25,slim,regular,rarely,graduate,63.0,unknown,f,no
44,slim,vegetarian,rarely,graduate,63.0,likes_pets,f,smokes
52,fit,regular,rarely,other,72.0,likes_pets,m,no
30,fit,regular,rarely,student,66.0,likes_pets,f,no
58,overweight,regular,rarely,graduate,64.0,has_pets,f,no
33,average,regular,rarely,graduate,63.0,likes_pets,f,no
44,fit,regular,rarely,graduate,68.0,unknown,f,no
31,fit,regular,often,student,69.0,unknown,f,no
38,overweight,regular,rarely,graduate,67.0,likes_pets,f,no
47,average,regular,rarely,graduate,63.0,likes_pets,f,no
29,slim,regular,rarely,graduate,74.0,unknown,m,no
28,fit,vegetarian,often,other,68.0,likes_pets,m,no
40,fit,regular,rarely,other,67.0,likes_pets,f,no
64,average,regular,rarely,graduate,67.0,has_pets,f,no
52,average,regular,rarely,graduate,63.0,has_pets,f,no
37,fit,vegetarian,rarely,graduate,64.0,likes_pets,m,no
33,overweight,regular,rarely,graduate,67.0,likes_pets,f,no
58,slim,regular,rarely,graduate,72.0,has_pets,m,no
43,fit,regular,rarely,graduate,72.0,likes_pets,m,no
27,fit,regular,rarely,student,65.0,unknown,m,no
57,overweight,regular,no,graduate,68.0,likes_pets,f,no
64,fit,vegetarian,rarely,graduate,69.0,unknown,f,no
41,overweight,regular,rarely,other,69.0,has_pets,m,no
35,fit,regular,rarely,graduate,74.0,likes_pets,m,no
26,average,regular,rarely,student,73.0,likes_pets,m,smokes
52,overweight,regular,rarely,graduate,72.0,has_pets,m,no
45,overweight,regular,rarely,graduate,63.0,likes_pets,f,no
24,average,regular,no,graduate,68.0,likes_pets,f,smokes
26,average,regular,rarely,other,68.0,has_pets,m,no
25,,regular,rarely,student,75.0,likes_pets,m,no
35,fit,regular,rarely,other,73.0,unknown,m,no
25,fit,regular,rarely,graduate,68.0,likes_pets,f,smokes
33,fit,regular,rarely,other,67.0,unknown,m,no
41,average,regular,rarely,graduate,73.0,has_pets,m,no
26,slim,regular,rarely,graduate,64.0,likes_pets,f,no
27,overweight,regular,often,graduate,71.0,likes_pets,m,smokes
25,fit,regular,rarely,graduate,64.0,unknown,f,no
39,fit,regular,rarely,graduate,63.0,has_pets,f,no
35,fit,regular,rarely,graduate,71.0,likes_pets,m,no
30,overweight,regular,rarely,student,64.0,likes_pets,f,no
21,fit,regular,rarely,high_school,74.0,unknown,m,smokes
48,fit,regular,rarely,graduate,69.0,unknown,f,no
25,overweight,regular,often,student,73.0,likes_pets,m,no
27,fit,regular,often,graduate,71.0,likes_pets,m,smokes
20,average,regular,rarely,student,73.0,unknown,m,no
31,slim,regular,rarely,graduate,74.0,likes_pets,m,smokes
37,overweight,regular,rarely,graduate,68.0,likes_pets,f,no
55,overweight,regular,rarely,graduate,64.0,has_pets,f,no
37,fit,regular,rarely,graduate,65.0,has_pets,f,no
24,average,regular,rarely,student,74.0,likes_pets,m,smokes
32,average,regular,rarely,graduate,64.0,likes_pets,f,no
18,average,regular,no,high_school,70.0,likes_pets,m,no
19,fit,regular,rarely,high_school,75.0,likes_pets,m,no
22,fit,regular,rarely,graduate,61.0,likes_pets,f,no
23,fit,vegetarian,no,other,70.0,unknown,m,no
36,fit,regular,rarely,graduate,70.0,unknown,f,smokes
19,overweight,regular,rarely,high_school,63.0,likes_pets,f,no
30,fit,regular,rarely,student,71.0,unknown,m,no
43,overweight,regular,rarely,graduate,62.0,likes_pets,f,no
19,fit,regular,no,student,70.0,unknown,m,no
36,fit,regular,often,graduate,69.0,has_pets,m,no
32,fit,regular,,graduate,68.0,unknown,m,no
32,fit,regular,rarely,graduate,71.0,unknown,m,no
33,slim,regular,rarely,graduate,61.0,has_pets,f,no
27,slim,vegetarian,often,graduate,69.0,likes_pets,f,no
30,fit,regular,rarely,graduate,68.0,likes_pets,f,no
26,average,regular,rarely,student,71.0,unknown,m,no
34,fit,regular,rarely,graduate,71.0,likes_pets,m,no
23,,regular,rarely,graduate,72.0,unknown,m,no
38,fit,regular,rarely,graduate,69.0,unknown,m,no
57,slim,regular,rarely,graduate,66.0,unknown,f,smokes
31,fit,regular,rarely,graduate,70.0,likes_pets,m,no
41,slim,regular,rarely,student,70.0,likes_pets,m,no
30,fit,regular,rarely,graduate,73.0,likes_pets,m,no
27,slim,regular,often,graduate,73.0,likes_pets,m,no
33,,regular,,graduate,69.0,unknown,m,no
33,fit,regular,rarely,graduate,67.0,likes_pets,m,no
38,,regular,rarely,graduate,69.0,likes_pets,f,no
45,fit,regular,rarely,student,68.0,likes_pets,f,no
36,fit,regular,rarely,graduate,67.0,likes_pets,m,no
32,fit,regular,rarely,student,70.0,unknown,m,no
28,average,regular,rarely,graduate,70.0,likes_pets,m,no
34,fit,vegetarian,rarely,graduate,62.0,unknown,f,no
30,fit,regular,rarely,graduate,64.0,likes_pets,f,no
34,average,regular,rarely,graduate,69.0,likes_pets,m,smokes
61,average,regular,no,graduate,68.0,unknown,m,no
31,average,regular,rarely,graduate,68.0,likes_pets,m,no
21,fit,regular,rarely,student,70.0,unknown,m,no
38,fit,regular,rarely,student,68.0,likes_pets,f,smokes
24,,vegetarian,rarely,graduate,67.0,likes_pets,m,smokes
31,overweight,regular,rarely,graduate,63.0,likes_pets,f,no
34,overweight,regular,rarely,graduate,66.0,likes_pets,f,no
33,average,regular,rarely,student,70.0,likes_pets,f,smokes
27,fit,regular,rarely,other,72.0,unknown,m,no
31,,regular,rarely,graduate,70.0,likes_pets,m,no
45,average,regular,often,graduate,75.0,likes_pets,m,no
33,fit,regular,rarely,other,71.0,likes_pets,m,no
27,fit,regular,rarely,student,63.0,has_pets,f,smokes
41,fit,regular,rarely,graduate,71.0,likes_pets,m,smokes
29,fit,regular,rarely,graduate,72.0,likes_pets,m,no
25,slim,regular,rarely,graduate,76.0,likes_pets,m,no
47,fit,regular,rarely,graduate,68.0,likes_pets,m,no
30,fit,regular,rarely,graduate,70.0,likes_pets,m,no
21,overweight,regular,rarely,other,73.0,has_pets,m,smokes
29,fit,regular,rarely,graduate,70.0,has_pets,m,no
32,average,regular,rarely,other,68.0,likes_pets,m,no
33,,regular,,graduate,67.0,unknown,m,no
42,average,regular,often,graduate,69.0,has_pets,m,no
23,slim,regular,rarely,student,72.0,unknown,m,no
23,average,regular,rarely,other,74.0,unknown,m,smokes
43,overweight,regular,rarely,graduate,64.0,likes_pets,f,no
23,,vegetarian,often,graduate,63.0,unknown,f,no
28,average,regular,rarely,student,67.0,unknown,m,smokes
38,overweight,regular,often,graduate,67.0,has_pets,f,smokes
26,overweight,regular,rarely,graduate,72.0,likes_pets,f,smokes
39,slim,regular,rarely,graduate,74.0,unknown,m,no
28,fit,regular,rarely,graduate,72.0,unknown,m,no
20,overweight,regular,rarely,student,65.0,unknown,f,no
46,fit,regular,rarely,graduate,62.0,likes_pets,f,no
28,average,regular,,student,69.0,likes_pets,m,no
29,fit,regular,rarely,graduate,73.0,likes_pets,m,no
30,fit,regular,rarely,other,70.0,unknown,m,no
36,overweight,regular,no,graduate,67.0,has_pets,m,smokes
34,overweight,regular,,other,69.0,unknown,m,no
39,average,regular,rarely,graduate,72.0,likes_pets,m,no
33,fit,regular,rarely,high_school,74.0,has_pets,m,no
22,fit,vegetarian,rarely,graduate,67.0,likes_pets,m,no
39,average,regular,rarely,graduate,72.0,has_pets,m,no
40,fit,regular,rarely,graduate,70.0,unknown,m,no
34,overweight,regular,,other,64.0,unknown,f,no
26,average,vegetarian,often,other,74.0,likes_pets,m,smokes
30,average,regular,rarely,other,73.0,likes_pets,m,smokes
38,fit,regular,rarely,graduate,65.0,likes_pets,f,no
38,,regular,no,graduate,70.0,likes_pets,m,no
25,slim,regular,rarely,student,64.0,unknown,f,smokes
36,fit,vegetarian,rarely,other,62.0,likes_pets,m,no
24,fit,regular,rarely,graduate,64.0,likes_pets,f,no
35,fit,regular,often,graduate,67.0,has_pets,m,smokes
27,fit,regular,rarely,student,74.0,has_pets,m,no
32,fit,regular,rarely,graduate,67.0,unknown,f,no
40,average,regular,often,other,68.0,unknown,m,no
33,slim,regular,rarely,graduate,64.0,has_pets,f,no
33,fit,regular,rarely,student,73.0,unknown,m,no
32,average,regular,rarely,student,66.0,likes_pets,m,no
34,average,vegetarian,rarely,graduate,72.0,unknown,m,smokes
24,fit,regular,rarely,graduate,69.0,unknown,m,smokes
25,slim,vegetarian,rarely,graduate,62.0,likes_pets,f,no
31,average,regular,rarely,graduate,69.0,likes_pets,m,smokes
35,fit,regular,rarely,graduate,75.0,likes_pets,m,no
22,fit,vegetarian,rarely,graduate,68.0,likes_pets,m,smokes
23,slim,regular,rarely,other,64.0,likes_pets,f,no
23,overweight,regular,no,graduate,70.0,likes_pets,f,no
36,average,regular,often,other,69.0,likes_pets,m,no
26,average,regular,often,other,76.0,unknown,m,no
47,fit,regular,often,graduate,73.0,likes_pets,m,no
39,average,regular,rarely,high_school,60.0,likes_pets,f,no
26,fit,regular,rarely,other,70.0,likes_pets,f,no
34,fit,regular,rarely,graduate,64.0,likes_pets,f,no
24,,regular,rarely,graduate,64.0,unknown,f,no
34,average,regular,rarely,graduate,71.0,likes_pets,m,smokes
50,average,regular,rarely,graduate,68.0,likes_pets,m,no
30,fit,regular,rarely,graduate,70.0,likes_pets,m,no
28,fit,regular,rarely,student,71.0,unknown,m,no
32,average,regular,rarely,student,69.0,unknown,m,no
38,overweight,regular,rarely,graduate,68.0,likes_pets,f,no
25,slim,regular,rarely,student,64.0,unknown,f,no
24,fit,regular,rarely,graduate,72.0,likes_pets,m,smokes
27,average,regular,rarely,student,73.0,unknown,m,no
32,fit,regular,rarely,high_school,69.0,unknown,m,no
31,fit,regular,rarely,graduate,69.0,unknown,m,no
40,average,vegetarian,no,graduate,67.0,likes_pets,f,no
30,slim,regular,rarely,graduate,65.0,likes_pets,f,no
29,fit,regular,rarely,graduate,69.0,unknown,m,no
27,fit,vegetarian,rarely,graduate,69.0,likes_pets,f,no
27,average,regular,rarely,student,72.0,unknown,m,smokes
23,average,regular,often,graduate,68.0,likes_pets,m,no
26,overweight,regular,rarely,high_school,74.0,likes_pets,m,no
40,slim,vegan,rarely,student,75.0,unknown,m,smokes
25,overweight,regular,rarely,student,68.0,unknown,m,no
37,,regular,rarely,graduate,73.0,likes_pets,m,no
35,fit,regular,rarely,graduate,60.0,likes_pets,f,smokes
31,slim,regular,rarely,student,73.0,unknown,m,no
28,fit,vegetarian,rarely,student,69.0,likes_pets,f,no
23,fit,regular,rarely,high_school,70.0,unknown,m,smokes
38,fit,regular,rarely,graduate,68.0,unknown,m,no
23,fit,regular,rarely,high_school,71.0,likes_pets,m,smokes
30,fit,regular,rarely,high_school,72.0,likes_pets,m,smokes
22,average,regular,rarely,student,71.0,likes_pets,m,no
27,average,regular,often,graduate,74.0,likes_pets,m,smokes
25,fit,vegetarian,rarely,graduate,68.0,likes_pets,m,smokes
26,average,regular,no,graduate,68.0,likes_pets,m,no
25,fit,regular,rarely,graduate,70.0,likes_pets,m,no
35,overweight,regular,rarely,graduate,60.0,likes_pets,f,no
30,average,regular,rarely,other,70.0,has_pets,m,no
24,fit,regular,rarely,student,74.0,likes_pets,m,no
43,fit,regular,rarely,other,68.0,likes_pets,f,no
26,slim,regular,rarely,other,72.0,likes_pets,f,smokes
48,slim,regular,rarely,graduate,71.0,likes_pets,m,no
29,overweight,regular,rarely,other,69.0,likes_pets,m,no
28,fit,regular,rarely,graduate,69.0,has_pets,m,no
36,average,regular,rarely,student,64.0,likes_pets,f,no
46,slim,regular,rarely,graduate,65.0,unknown,f,smokes
23,slim,regular,rarely,student,76.0,likes_pets,m,no
25,slim,regular,rarely,graduate,74.0,unknown,m,smokes
59,overweight,regular,often,graduate,70.0,unknown,m,no
19,slim,regular,no,student,70.0,unknown,m,no
31,fit,regular,rarely,graduate,73.0,likes_pets,m,no
33,slim,regular,rarely,graduate,63.0,likes_pets,f,no
26,average,regular,rarely,graduate,71.0,unknown,m,no
21,fit,kosher,rarely,student,66.0,likes_pets,m,smokes
38,overweight,regular,rarely,other,74.0,likes_pets,m,no
31,fit,vegan,often,graduate,69.0,likes_pets,m,no
21,fit,vegetarian,rarely,graduate,67.0,likes_pets,f,no
49,,vegetarian,rarely,student,64.0,likes_pets,f,no
19,fit,regular,,other,73.0,unknown,m,no
23,average,regular,rarely,student,69.0,unknown,m,smokes
42,fit,regular,rarely,student,68.0,unknown,m,no
42,slim,regular,rarely,graduate,72.0,has_pets,m,no
46,fit,regular,rarely,graduate,68.0,likes_pets,m,no
53,fit,regular,rarely,graduate,68.0,likes_pets,f,no
51,fit,regular,rarely,graduate,68.0,likes_pets,f,no
37,fit,regular,rarely,graduate,64.0,unknown,f,no
32,fit,regular,rarely,graduate,66.0,likes_pets,m,no
24,fit,regular,rarely,graduate,64.0,unknown,f,no
29,overweight,regular,rarely,high_school,72.0,has_pets,m,no
25,average,vegetarian,often,student,70.0,likes_pets,m,no
25,average,regular,rarely,graduate,65.0,unknown,f,no
23,slim,regular,no,student,67.0,unknown,m,no
35,average,regular,rarely,graduate,73.0,likes_pets,m,no
45,fit,regular,often,graduate,76.0,unknown,m,no
33,fit,regular,rarely,graduate,68.0,likes_pets,m,no
26,fit,regular,rarely,graduate,70.0,unknown,m,no
30,fit,vegetarian,rarely,graduate,71.0,likes_pets,m,no
34,fit,vegetarian,often,graduate,68.0,likes_pets,f,no
30,slim,regular,rarely,graduate,70.0,likes_pets,m,no
25,average,regular,rarely,student,72.0,likes_pets,m,no
43,slim,regular,rarely,graduate,74.0,likes_pets,m,no
20,average,regular,rarely,student,67.0,likes_pets,m,smokes
27,fit,regular,rarely,graduate,70.0,unknown,m,no
23,overweight,regular,rarely,student,71.0,likes_pets,m,smokes
27,fit,regular,rarely,student,72.0,unknown,m,no
31,average,regular,rarely,graduate,68.0,likes_pets,m,no
23,slim,regular,rarely,graduate,71.0,likes_pets,m,smokes
28,average,vegetarian,rarely,graduate,72.0,unknown,m,no
27,,regular,rarely,graduate,70.0,likes_pets,m,no
26,,regular,rarely,graduate,65.0,likes_pets,f,smokes
47,,regular,rarely,graduate,72.0,unknown,m,no
21,,regular,rarely,graduate,68.0,likes_pets,m,no
25,overweight,regular,rarely,other,72.0,likes_pets,m,smokes
28,overweight,vegan,rarely,student,63.0,likes_pets,f,no
40,fit,regular,rarely,other,69.0,likes_pets,m,no
22,fit,regular,rarely,student,75.0,likes_pets,m,no
40,fit,regular,rarely,graduate,66.0,likes_pets,f,no
29,fit,regular,rarely,graduate,72.0,has_pets,m,no
31,average,regular,rarely,graduate,70.0,unknown,m,no
36,average,regular,rarely,other,74.0,has_pets,m,no
26,fit,regular,rarely,other,72.0,has_pets,m,no
39,fit,regular,rarely,graduate,68.0,likes_pets,m,no
44,fit,regular,rarely,graduate,69.0,has_pets,m,no
48,overweight,regular,rarely,student,65.0,likes_pets,f,no
35,average,regular,rarely,student,71.0,unknown,f,no
28,overweight,regular,rarely,graduate,64.0,likes_pets,f,no
30,,regular,rarely,graduate,72.0,unknown,f,no
25,fit,regular,often,graduate,70.0,unknown,m,no
30,fit,regular,rarely,student,70.0,unknown,m,no
27,average,regular,,other,69.0,likes_pets,f,no
36,average,regular,rarely,graduate,67.0,likes_pets,m,no
29,slim,regular,rarely,other,64.0,likes_pets,m,no
39,fit,regular,rarely,graduate,68.0,likes_pets,m,no
32,slim,regular,often,graduate,73.0,likes_pets,m,smokes
