Score,Text
0.688,"""So I just opened This message Brooke sent me got me I am weak as the fuck 😩 she is a fucking bully for no reason 😂😂😂😂😭💀"""
0.708,"""We should be ignoring these rioters like the current administration ignores #terrorism. This will obviously make it stop."""
0.167,"""Awe produces gratitude, gratitude instills joy, &amp; the harvest of joy is contentment.' \n\n–#awe 😭😭😭"""
0.375,"""tesco. why OH why cant my Visa electron be accepted on line , I am 55 , NOT 15 ??"""
0.375,"""You certainly wouldn't catch me with the multitude."""
0.417,"""stop the presses, said/proposed something racist."""
0.833,"""Do you think humans have the sense for recognizing impending doom? #anxiety"""
0.312,"""Halloween party coming soon! #turnt #ruinT #lit #firesauce #hotsauce #mildsauce #getsauced #champagnedreams #scary #haunt #kittens"""
0.667,"""I want to slide into the dms but im too fucking shy #shy"""
0.438,""".if you don't know what a patronus is, I don't think we should have to tell you #shocking"""
0.396,"""Eric couldn't help but laugh, though that made him wince in pain. It hurt. A lot. He just wanted to sit down somewhere —"""
0.667,"""It's pretty clear I can't stand , no tolerance for habitual liars. Not a Trump fan either so what's a citizen to do? #despair"""
0.729,"""This brother know we know that his life was not in danger. This gun law got people in this country fearing for their life. White people."""
0.688,"""yes exactly &amp; he's sold out this country to #terror while #lying to cover it up"""
0.521,"""\nWe can't forget d past.But while we apprehend and punish d culprits of the past,are we going to allow d present to slip away?"""
0.188,"""Just want to be a dad so i can play kick the baby with my little one #southpark #mellogang #edm #plur #dad #djlife #dj #producer"""
0.396,"""we regret the inconvenience caused. We have noted your concern. We will get in touch with you soon to discuss. Rgds, Abhijit"""
0.229,"""Anyone else find 'anniversary windows 10 update 1607' a Complete"""
0.250,"""I wanna go to fright fest with squad"""
0.479,"""Hillary Clinton looked the other way to the Saudi war on women and their terror financing because they bought her off."""
0.333,"""O you who have believed, fear Allah and believe in His Messenger; He will [then] give you a double portion of His mercy...' (Quran 57:28)"""
0.708,"""Somewhere between #hope and #despair the day after #meetingmyabuserincourt \n#DVSurvivor"""
0.583,"""My roommate turns the sink off with her foot to avoid germs and a guy says 'YOUR roommate is feet girl?! I'm so sorry' plz help #nightmare"""
0.600,"""I'm not afraid of clowns but I'm really hoping they don't make an appearance around my hometown."""
0.246,"""It really is amazing the money they give to some of these QB's #nfl #texans #brock #terrible"""
0.300,"""'Pleased to meet you. You obviously know me,' offers her hand to shake."""
0.792,"""I'm scared that my coworkers are going to submit me to one of those 'wardrobe makeover' shows. #fear #fashion"""
0.396,"""does being a #bully make u feel like a #bigman? Cos it makes u a #twat"""
0.438,"""I'd rather see KYLE from bbcan play again and THAT is saying something #awful"""
0.562,"""A concern of mine is that big name FA(like Malik) will tell other big potential FA's to steer clear of this franchise till Gus is gone."""
0.528,"""Love all the ex United managers on Twitter who form our fanbase. Honestly I despair at times. Just back the fucking team eh #MUFC"""
0.646,"""What is Shehla Rashid &amp; Kaniyah Kumar saying about you ? and when they say truth indians threaten them. #FakeDemocracy"""
0.562,"""Connor said he's worried that Jack will steal his girls on a night out"""
0.458,"""I threaten you because I can pussy"""
0.271,"""The #secret to all of every industry: just #start doing it...somehow people forget that they never gave you #permission.' -"""
0.542,"""Shew. That was #awful"""
0.542,"""Bitch worry about me more than I worry about myself 🙄😩"""
0.271,"""Good Morning!!!\n\n #leadership #healthcareIT #socialmedia #connector #ceo #writer #AI #EQ #security #bigdata #Growthhacking #tech"""
0.604,"""Recording some more #FNAF and had to FaceTime my mum to let her know I was okay after I let out a high pitched scream 😂 #horror #suchagirl"""
0.354,"""It's -terrible-! We're going to the local fish/chip place in Kirribilli"""
0.333,"""EA sports technical support team really suprised me 😊 SUPRISED ME AT HOW SHIT THEY WERE #awful"""
0.812,"""Ugh.. Why am I not asleep yet. Fml. I think low key I'm afraid I might miss something. #SleeplessNight #sleepy #restless"""
0.500,"""An adviser to the #European #Union’s top #court said #Hamas and the #Tamil #Tigers should be taken off the EU’s #terror list.#lka"""
0.667,"""🙄 I just want to start all over again ."""
0.292,"""now im feeling the"""
0.521,"""Man Utd are shambles that was horrific 😭😭😭"""
0.521,"""i've seen the elder watching me during my community hours and i honestly don't have an idea about what my assignment will be."""
0.292,"""A goal should scare you a little, and excite you a lot. - Joe Vitale #quote"""
0.458,"""Am I the only one with parking sensors who still manages to reverse into things?"""
0.542,"""#UNGA no talks should be carried out with Pakistan now ... His mouth stinks of #UriAttack"""
0.562,"""please fire don lemon!!Do not let him report on anymore protest. He is #horrible #negative and runs away from the issue at hand!"""
0.458,"""That boy so intimidated he go back and say dumb mess like that. 🤔 lol boy please, you know good and well."""
0.354,"""#terrible Paul so deserved that win!!! #bbfail"""
0.125,"""Georgia Tech's Secondary is as soft as a marshmallow."""
0.375,"""again, profiling DOESN'T discourage (September 20, 2016; 18:41 EDT) #TRUMP #FAIL"""
0.194,"""agree! Those latest polls"""
0.125,"""I polished my nails, but can't find the polish remover. It look like a 3yr old polished my nails lol"""
0.169,"""I think you should do. Get the fashion police involved."""
0.479,"""Isn't that exactly what they should do? What took so long? He is more #afraid of #ClintonMafia than #Congress"""
0.625,"""Swear to God don't get a smart meter from your power company, 8 months of daft bills, 6 visits from British Gas #stressed"""
0.688,"""#TerrorStatePak we r confirm that #navazsharif is post graduate distinction student of university of #terrorism. He can't spare himself."""
0.438,"""We, #Indians, can hold our heads up high and stay unafraid. The #UNGA is well-informed about #Pakistan's #terrorism business and deception."""
0.146,"""mattmilne76 Thank you for letting us know! Please do not hesitate to contact us in the future, if our assistance is needed. Thank you!"""
0.412,"""Watched tna for the first time in a long time what the hell happened to the #hardyboys #impactonpop #wwe #terrible"""
0.292,"""It was an #amazing #start to the first #fall day. Will it be an #Indiansummer"""
0.396,"""So I worry about emphasis on 'keeping family together' as a guiding principle, due to my own experiences"""
0.213,"""expected i thought"""
0.250,"""Df not be afraid to take a chance on peace, to teach peace, to live peace.Peace will be the last wordvof history Pope John Paul II"""
0.729,"""#terrorstatepak #pakistan is a #terror state"""
0.542,"""When you wake up, scroll through social media, and another father was taken from his child #everyday #KeithLamontScott"""
0.729,"""Omg I actually thought she was going to jump. #bully #SouthPark20 #southpark"""
0.146,"""It's so funny cause Cooper's going to go farther than the people who bully her"""
0.396,"""If Monday had a face I would punch it #monday #face #punch #fight #joke #like #firstworldproblems #need #coffee #asap #follow"""
0.845,"""If this ban goes through, it will harm so many people, disabled veterans, people who have #chronicpain, #anxiety #iamkratom"""
0.604,"""as a fellow UP grad, i shiver at the shallowness of his arguments"""
0.562,"""watching my first Cage of Death and my word this is tremendous"""
0.854,"""Today was horrible and it was only half a day"""
0.375,"""Got to be up in 4 hours to go back to work #cantsleep #excited"""
0.898,"""Wah just woke up frm a fucking nightmare"""
0.354,"""How had Matty Dawson not scored there!!!!!"""
0.521,"""the 'pledge' would have never have to be made if petulant child POStrump didn't threaten to run"""
0.479,"""\nIsn't OBrien supposed to be some sort of offensive genius #awful"""
0.625,"""I'm not sure we like this comparison. USA should emulate #Israel's methods of protecting civilians against #terror attacks"""
0.583,"""Q&amp;A with N. Christie : fr. : What would Peter and Dardanella think of us knowing? #poorthings #shy"""
0.417,"""Imposuture intellectuelle ! #préjugés #intolérance #personnalitéAutoritaire"""
0.417,"""They'll be yo friend, shake your hand, then kick in yo door thas the way the game go🤖🤐."""
0.396,"""This show SUCKS! #lame #awful you even used the same names?? lol SO SO bad! #Failed #notworth2minutes. Off air SOON"""
0.483,"""who do I contact about a shocking experience with Clear Sky Holidays booked through you guys?? #customerservicefail #dreadful"""
0.625,"""#tulsa - Police manufacture murder... Wonder why we carry burners...? - MaxLevelz #shake"""
0.875,"""The moment you bring her to meet your best friend and you're nervous af! 😬😆 #thefriendtest"""
0.500,"""The problem is that right wing extremist terror groups aren't given coverage, press not interested"""
0.729,"""reality in the form of endless tragedies. She didn't know how to react at first, being too frightened to repeat another--"""
0.438,"""Omg I actually thought she was going to jump. #SouthPark20 #southpark"""
0.583,"""can only blame Jose ere why would you give Rojo another start after Sunday , fucking disaster waiting to happen &amp; it did shocking header !"""
0.250,"""#nana 4 hoco bc my dream since freshman year awe 😙❤❤❤"""
0.269,"""USA was embarrassing to watch. When was the last time you guys won a game..? #horrible #joke"""
0.354,"""Side chick's be trying to fuck u like your going to forget about your wife when your done."""
0.438,"""No for MOS 😡 #shocking Leads from the front 💪🏻"""
0.167,"""We're glad to hear that everything is resolved. If you need anything else, please do not hesitate to reach out to us. TY!"""
0.562,"""I'm not sure what's worse: that, or the use of Comic Sans on a website (or anywhere else) #shudder #comicsans"""
0.875,"""First College Math Test tomorrow #nervous"""
0.893,"""Ever been really lonely and your phone keeps blowing up, but you just can’t pick it up and respond to people? #anxiety #recluse #issues"""
